13997,7846
7846,76020
7846,94707
7846,36880
7846,4987
7846,78236
7846,25420
7846,66379
76020,28309
76020,63442
76020,75804
76020,10105
76020,51412
76020,11907
76020,7361
76020,79521
76020,54372
76020,85305
76020,81776
76020,8556
76020,89829
76020,83524
76020,88579
76020,27678
76020,44699
28309,96625
28309,94615
28309,26966
28309,83709
28309,17195
28309,3170
28309,63961
28309,96302
28309,75425
28309,27581
28309,13936
96625,35501
96625,90235
96625,24347
96625,63558
96625,69714
96625,91455
96625,23207
96625,47354
96625,65215
96625,42184
96625,10772
96625,70337
96625,69936
96625,83585
96625,403
96625,11575
96625,92887
96625,40648
96625,57877
96625,68341
96625,61401
96625,66352
96625,28917
96625,70327
96625,49936
96625,82961
96625,57678
96625,44300
96625,63247
96625,43040
96625,53865
96625,18483
96625,39424
96625,65584
96625,4488
96625,47624
96625,45288
35501,20659
35501,15823
35501,92773
35501,28696
35501,88495
35501,37539
35501,99320
35501,29886
35501,6671
35501,21509
35501,41777
35501,84896
35501,32500
35501,63810
35501,18310
35501,30631
35501,20133
35501,79695
35501,47761
35501,57968
35501,27045
35501,9039
35501,57360
35501,72963
35501,48547
35501,56617
35501,24447
20659,3946
20659,68888
20659,19413
20659,54529
20659,65982
20659,19638
20659,6798
3946,42725
3946,46432
3946,64415
42725,86783
42725,72816
42725,66706
42725,32459
42725,28157
42725,59177
42725,49035
86783,48233
86783,58779
86783,34215
86783,70249
86783,99838
86783,64286
86783,88736
86783,21011
86783,37801
48233,97330
48233,49230
48233,98927
48233,82609
48233,79869
48233,16446
48233,60096
48233,66446
48233,42790
48233,88738
48233,30829
48233,10265
48233,65536
48233,60456
48233,62041
48233,37714
48233,84337
48233,79175
48233,92694
97330,66329
97330,14636
97330,38171
97330,82803
97330,29744
66329,49836
66329,64745
66329,70714
66329,24186
66329,57400
66329,50974
66329,97413
66329,87051
66329,55290
66329,30547
66329,73699
66329,93766
66329,60941
66329,44461
66329,61635
66329,15834
66329,4427
66329,36192
66329,87137
49836,20504
49836,86812
49836,623
49836,8774
49836,88241
49836,18089
49836,22575
49836,46279
49836,54756
20504,82
20504,21069
20504,82854
20504,25337
20504,42595
20504,84832
20504,48340
20504,53977
20504,52474
82,56121
82,4519
82,45289
56121,96345
56121,54249
56121,93379
56121,5737
56121,90639
56121,74261
56121,20237
96345,7141
96345,4304
96345,6515
96345,25825
96345,71354
96345,18342
96345,35059
96345,53511
96345,2179
96345,53019
96345,32855
96345,93144
96345,28044
96345,2489
96345,35868
96345,22860
96345,72509
96345,76274
96345,63723
96345,80664
96345,23176
96345,17079
96345,51643
96345,34430
96345,48270
96345,27939
96345,68350
96345,94206
96345,86966
7141,3899
7141,35768
7141,30360
7141,91267
7141,60196
7141,14914
7141,22553
7141,88151
7141,82332
7141,30265
7141,72536
7141,59710
7141,70389
7141,19010
7141,99539
7141,10079
7141,53322
7141,81560
7141,23872
7141,26008
7141,29448
7141,18534
7141,47625
7141,27013
7141,33130
3899,17019
3899,68106
3899,28079
3899,64364
3899,8872
17019,71706
17019,45075
17019,38245
17019,4923
17019,88205
17019,21977
17019,85059
17019,65618
17019,70989
71706,39998
71706,44268
71706,4019
71706,77258
71706,15221
71706,27528
71706,13567
39998,56082
39998,26139
39998,70090
39998,42771
39998,51019
39998,65125
39998,40114
39998,89738
39998,37790
39998,36853
39998,47310
56082,7662
56082,55816
56082,67694
56082,62755
56082,61157
56082,30583
56082,36816
56082,1916
56082,59322
56082,76629
56082,81625
56082,4410
56082,23437
7662,26440
7662,37443
7662,81808
7662,17403
7662,17799
7662,90981
7662,9950
7662,7609
7662,80553
7662,28617
7662,892
7662,26734
7662,59280
7662,37437
7662,74879
7662,63950
7662,48985
26440,13594
13594,53439
13594,35367
13594,32284
13594,11506
13594,20707
13594,28351
13594,1563
13594,47345
13594,37011
13594,31482
13594,26610
53439,89752
53439,7656
53439,23760
53439,62169
53439,18828
53439,35030
53439,86052
53439,86520
53439,98104
53439,62405
53439,91209
53439,34210
53439,23183
53439,49719
53439,51800
53439,48726
53439,99172
53439,64070
53439,97573
53439,83285
53439,4593
53439,67246
53439,24382
53439,31973
53439,82104
53439,80991
53439,57457
89752,16833
89752,21173
89752,68393
89752,2604
89752,92832
89752,71921
89752,26669
89752,87281
89752,15021
89752,35728
89752,20108
89752,71149
89752,61312
89752,37647
89752,41593
16833,17150
16833,26539
16833,82480
16833,35790
16833,10003
16833,89652
16833,7845
16833,9391
16833,68643
16833,18786
16833,23596
16833,9394
16833,75001
16833,99611
16833,86338
16833,89196
16833,63046
16833,59631
16833,413
16833,77173
16833,28345
16833,78393
16833,96413
16833,34314
16833,63379
16833,67724
16833,66041
16833,27825
16833,33260
16833,93755
16833,67502
17150,19280
17150,99795
17150,51948
17150,34120
17150,77906
17150,31768
17150,62230
19280,61102
19280,13913
19280,96524
19280,33506
19280,14136
19280,3184
19280,16010
19280,84573
19280,81291
19280,25645
19280,53722
19280,10912
19280,99630
19280,65841
19280,81812
19280,41122
19280,75171
19280,65629
19280,86461
19280,9155
19280,8401
19280,1649
19280,51679
19280,59616
19280,67578
19280,23047
19280,3628
19280,91530
19280,13895
61102,19030
61102,26402
61102,84625
61102,17144
61102,28167
61102,51567
61102,35760
61102,27609
61102,15506
61102,49538
61102,81452
61102,64041
61102,91508
61102,64594
61102,23711
61102,42755
61102,47228
61102,20837
61102,53664
61102,47998
61102,91048
61102,93460
61102,72354
61102,19625
61102,75744
19030,74109
19030,90687
19030,41726
19030,37245
19030,60000
19030,7706
